image_path,label,class_name,source_dataset,original_split,original_style,artist,split_random,split_cross_a,split_cross_b,split_artist
data\standardized\wikiart\22511.jpg,1,art,wikiart,,,andrea-del-castagno,train,train,test,train
data\standardized\coco\22512.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22513.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\wikiart\22514.jpg,1,art,wikiart,,,istvan-nagy,train,train,test,train
data\standardized\places365\22515.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22516.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\wikiart\22517.jpg,1,art,wikiart,,,richard-diebenkorn,train,train,test,test
data\standardized\wikiart\22518.jpg,1,art,wikiart,,,edouard-cortes,train,train,test,train
data\standardized\places365\22519.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\22520.jpg,1,art,artbench,train,surrealism,nikolai,train,test,train,train
data\standardized\places365\22521.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22522.jpg,1,art,artbench,test,realism,georgios-jakobides,test,test,val,train
data\standardized\coco\22523.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22524.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22525.jpg,1,art,wikiart,,,antoine-blanchard,test,train,test,train
data\standardized\coco\22526.jpg,0,photo,coco,,,,test,test,train,val
data\standardized\places365\22527.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22528.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22529.jpg,1,art,artbench,train,art_nouveau,raphael-kirchner,train,test,train,train
data\standardized\wikiart\22530.jpg,1,art,wikiart,,,caspar-david-friedrich,val,train,test,val
data\standardized\places365\22531.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\22532.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22533.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22534.jpg,1,art,wikiart,,,marc-chagall,val,val,test,train
data\standardized\artbench\22535.jpg,1,art,artbench,test,baroque,cornelis-de-vos,train,test,val,train
data\standardized\places365\22536.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22537.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22538.jpg,1,art,wikiart,,,william-james-glackens,train,train,test,test
data\standardized\places365\22539.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22540.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22541.jpg,1,art,wikiart,,,albert-marquet,train,train,test,train
data\standardized\places365\22542.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\coco\22543.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\22544.jpg,1,art,artbench,train,surrealism,santiago,test,test,train,train
data\standardized\coco\22545.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22546.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22547.jpg,1,art,wikiart,,,guido-reni,test,train,test,train
data\standardized\artbench\22548.jpg,1,art,artbench,train,expressionism,spyros-papaloukas,train,test,train,train
data\standardized\wikiart\22549.jpg,1,art,wikiart,,,utagawa-kunisada,train,train,test,train
data\standardized\artbench\22550.jpg,1,art,artbench,train,art_nouveau,stanislaw-wyspianski,train,test,train,test
data\standardized\artbench\22551.jpg,1,art,artbench,train,realism,eduard-von-gebhardt,train,test,train,val
data\standardized\places365\22552.jpg,0,photo,places365,,,,val,val,test,val
data\standardized\coco\22553.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\wikiart\22554.jpg,1,art,wikiart,,,alexandre-benois,train,train,test,train
data\standardized\wikiart\22555.jpg,1,art,wikiart,,,joaquγö£╨│γö¼╨╜n-sorolla,val,train,test,train
data\standardized\coco\22556.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22557.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\wikiart\22558.jpg,1,art,wikiart,,,lynd-ward,val,train,test,train
data\standardized\wikiart\22559.jpg,1,art,wikiart,,,edgar-degas,val,train,test,test
data\standardized\coco\22560.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22561.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22562.jpg,1,art,artbench,test,impressionism,wu-guanzhong,train,test,train,train
data\standardized\coco\22563.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22564.jpg,1,art,artbench,test,romanticism,william-gilbert-foster,train,test,val,val
data\standardized\artbench\22565.jpg,1,art,artbench,train,realism,john-everett-millais,train,test,train,train
data\standardized\coco\22566.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22567.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22568.jpg,1,art,wikiart,,,francesco-hayez,val,train,test,train
data\standardized\wikiart\22569.jpg,1,art,wikiart,,,ilya-repin,val,train,test,train
data\standardized\coco\22570.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22571.jpg,1,art,wikiart,,,raphael,train,train,test,train
data\standardized\wikiart\22572.jpg,1,art,wikiart,,,jacek-malczewski,train,train,test,train
data\standardized\places365\22573.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22574.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\22575.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22576.jpg,1,art,wikiart,,,leonardo-da-vinci,train,train,test,train
data\standardized\artbench\22577.jpg,1,art,artbench,train,realism,mihaly-munkacsy,train,test,train,test
data\standardized\coco\22578.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22579.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22580.jpg,1,art,wikiart,,,konstantin-korovin,test,train,test,val
data\standardized\coco\22581.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22582.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22583.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22584.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22585.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\22586.jpg,1,art,artbench,train,romanticism,edwin-henry-landseer,train,test,train,train
data\standardized\places365\22587.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\22588.jpg,1,art,wikiart,,,raphael-kirchner,val,train,test,train
data\standardized\wikiart\22589.jpg,1,art,wikiart,,,paul-reed,test,train,test,val
data\standardized\wikiart\22590.jpg,1,art,wikiart,,,franz-stuck,train,train,test,train
data\standardized\wikiart\22591.jpg,1,art,wikiart,,,ivan-shishkin,val,train,test,train
data\standardized\wikiart\22592.jpg,1,art,wikiart,,,ivan-kramskoy,train,train,test,test
data\standardized\artbench\22593.jpg,1,art,artbench,train,surrealism,michael,train,test,val,train
data\standardized\coco\22594.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\coco\22595.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22596.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\artbench\22597.jpg,1,art,artbench,train,realism,vasily-surikov,train,test,train,train
data\standardized\wikiart\22598.jpg,1,art,wikiart,,,boris-kustodiev,train,train,test,train
data\standardized\coco\22599.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22600.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\22601.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\22602.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22603.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\coco\22604.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22605.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\places365\22606.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22607.jpg,1,art,artbench,train,romanticism,david-cox,train,test,train,val
data\standardized\wikiart\22608.jpg,1,art,wikiart,,,ossip-zadkine,train,val,test,train
data\standardized\wikiart\22609.jpg,1,art,wikiart,,,claude-monet,train,train,test,train
data\standardized\artbench\22610.jpg,1,art,artbench,train,renaissance,titian,train,test,train,train
data\standardized\wikiart\22611.jpg,1,art,wikiart,,,theodore-gericault,val,val,test,test
data\standardized\wikiart\22612.jpg,1,art,wikiart,,,pierre-paul-prudhon,train,train,test,train
data\standardized\wikiart\22613.jpg,1,art,wikiart,,,camille-corot,train,train,test,test
data\standardized\places365\22614.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22615.jpg,1,art,artbench,train,post_impressionism,konstantin-yuon,train,test,train,train
data\standardized\coco\22616.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22617.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22618.jpg,1,art,wikiart,,,rafael-zabaleta,train,train,test,train
data\standardized\artbench\22619.jpg,1,art,artbench,train,surrealism,mahir,test,test,train,train
data\standardized\coco\22620.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22621.jpg,1,art,artbench,train,renaissance,lucas-cranach-the-elder,train,test,train,train
data\standardized\places365\22622.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\places365\22623.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\22624.jpg,1,art,wikiart,,,pyotr-konchalovsky,train,train,test,test
data\standardized\wikiart\22625.jpg,1,art,wikiart,,,fairfield-porter,train,train,test,train
data\standardized\artbench\22626.jpg,1,art,artbench,train,baroque,jan-van-goyen,test,test,train,train
data\standardized\coco\22627.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\coco\22628.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22629.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22630.jpg,1,art,wikiart,,,jose-guerrero,train,val,test,test
data\standardized\coco\22631.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22632.jpg,1,art,wikiart,,,paul-jenkins,train,train,test,train
data\standardized\wikiart\22633.jpg,1,art,wikiart,,,bartolome-esteban-murillo,train,train,test,train
data\standardized\coco\22634.jpg,0,photo,coco,,,,test,test,train,val
data\standardized\artbench\22635.jpg,1,art,artbench,test,art_nouveau,henry-van-de-velde,train,test,train,train
data\standardized\artbench\22636.jpg,1,art,artbench,train,impressionism,maurice-boitel,train,test,val,train
data\standardized\artbench\22637.jpg,1,art,artbench,train,surrealism,helmut,train,test,train,train
data\standardized\wikiart\22638.jpg,1,art,wikiart,,,michelangelo,train,train,test,test
data\standardized\places365\22639.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22640.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22641.jpg,1,art,wikiart,,,childe-hassam,train,train,test,test
data\standardized\artbench\22642.jpg,1,art,artbench,train,romanticism,arturo-michelena,val,test,train,test
data\standardized\coco\22643.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22644.jpg,1,art,wikiart,,,hieronymus-bosch,train,train,test,train
data\standardized\wikiart\22645.jpg,1,art,wikiart,,,titian,train,val,test,train
data\standardized\coco\22646.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\wikiart\22647.jpg,1,art,wikiart,,,irma-stern,train,train,test,train
data\standardized\places365\22648.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22649.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\wikiart\22650.jpg,1,art,wikiart,,,anthony-van-dyck,train,train,test,train
data\standardized\wikiart\22651.jpg,1,art,wikiart,,,william-merritt-chase,train,train,test,train
data\standardized\artbench\22652.jpg,1,art,artbench,train,expressionism,gabriele-munter,train,test,val,train
data\standardized\artbench\22653.jpg,1,art,artbench,train,art_nouveau,theophile-steinlen,train,test,train,train
data\standardized\places365\22654.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22655.jpg,1,art,artbench,train,surrealism,luchita-hurtado,train,test,train,train
data\standardized\places365\22656.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22657.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22658.jpg,1,art,artbench,train,baroque,mary-beale,train,test,train,train
data\standardized\places365\22659.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22660.jpg,1,art,wikiart,,,max-beckmann,train,train,test,val
data\standardized\wikiart\22661.jpg,1,art,wikiart,,,vasily-surikov,test,train,test,train
data\standardized\coco\22662.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\artbench\22663.jpg,1,art,artbench,test,post_impressionism,charles-cottet,train,test,train,train
data\standardized\artbench\22664.jpg,1,art,artbench,train,ukiyo_e,utagawa-kuniyoshi,train,test,train,train
data\standardized\wikiart\22665.jpg,1,art,wikiart,,,katsushika-hokusai,train,val,test,train
data\standardized\wikiart\22666.jpg,1,art,wikiart,,,ding-yanyong,train,train,test,train
data\standardized\coco\22667.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22668.jpg,1,art,wikiart,,,diego-velazquez,train,train,test,train
data\standardized\coco\22669.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22670.jpg,1,art,wikiart,,,peter-paul-rubens,train,train,test,test
data\standardized\coco\22671.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\wikiart\22672.jpg,1,art,wikiart,,,jose-guerrero,train,train,test,test
data\standardized\wikiart\22673.jpg,1,art,wikiart,,,alighiero-boetti,test,train,test,train
data\standardized\coco\22674.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22675.jpg,0,photo,places365,,,,test,val,test,test
data\standardized\places365\22676.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\places365\22677.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\22678.jpg,1,art,artbench,train,expressionism,salvador-dali,train,test,train,train
data\standardized\places365\22679.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22680.jpg,1,art,wikiart,,,claude-monet,train,val,test,train
data\standardized\wikiart\22681.jpg,1,art,wikiart,,,gustave-caillebotte,train,train,test,val
data\standardized\places365\22682.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22683.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\22684.jpg,1,art,artbench,train,post_impressionism,ilya-mashkov,train,test,train,test
data\standardized\wikiart\22685.jpg,1,art,wikiart,,,thomas-gainsborough,train,train,test,train
data\standardized\artbench\22686.jpg,1,art,artbench,train,renaissance,hieronymus-bosch,train,test,val,train
data\standardized\coco\22687.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\places365\22688.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\22689.jpg,1,art,artbench,train,surrealism,raceanu,train,test,train,train
data\standardized\artbench\22690.jpg,1,art,artbench,train,renaissance,pieter-brueghel-the-younger,train,test,train,train
data\standardized\wikiart\22691.jpg,1,art,wikiart,,,mikhail-nesterov,train,val,test,train
